"PassengerId","Survived"
892,0.0847093884380812
893,0.37266498618674
894,0.205273560183344
895,0.194323517461743
896,0.496034872750375
897,0.237566039758001
898,0.573474105527556
899,0.169463730639942
900,0.709342091501638
901,0.0831625229645011
902,0.0282393566629617
903,0.203653329555663
904,0.976699802690892
905,0.146836443230471
906,0.961627038224985
907,0.905218239937171
908,0.0966664813102589
909,0.200107103377941
910,0.450896177866769
911,0.447448299955447
912,0.378964195207323
913,0.458365004855176
914,0.965002092421679
915,0.381483595939219
916,0.891660081866244
917,0.071842549116009
918,0.981210835828734
919,0.189739990760939
920,0.452044326182722
921,0.255003741031092
922,0.0877283989885763
923,0.127971576301814
924,0.469095706430052
925,0.338102510666992
926,0.452262958957613
927,0.218152243975244
928,0.399548244474862
929,0.399486364961495
930,0.0966149142607927
931,0.46344375074793
932,0.27432462281445
933,0.534443854857122
934,0.0880514474396849
935,0.916870474655991
936,0.961263727677652
937,0.155974426404454
938,0.392410427547556
939,0.0950014325029748
940,0.937273582251802
941,0.513569153728219
942,0.403777121882988
943,0.196514774824687
944,0.86018470137814
945,0.76162652214988
946,0.215390908788724
947,0.14563445940436
948,0.055461978431098
949,0.0799970957950975
950,0.0652027190151217
951,0.964751595268975
952,0.0816849900531646
953,0.155730562964484
954,0.0942762246138046
955,0.733950823199759
956,0.56827924940395
957,0.930042272523166
958,0.731209544612098
959,0.214477134150363
960,0.402009759621961
961,0.794343494966293
962,0.742735750330074
963,0.0390696043392389
964,0.437296459238861
965,0.388211340114234
966,0.965501595268975
967,0.396701778525623
968,0.0732094460845541
969,0.798353438920014
970,0.135286211866661
971,0.742735750330074
972,0.63096687452733
973,0.279265422336281
974,0.21874419217521
975,0.0282393566629617
976,0.106973886761549
977,0.215001329171898
978,0.761087382702433
979,0.433391796835247
980,0.758459283384425
981,0.727087552517177
982,0.460766252245532
983,0.105580410051328
984,0.907596213955544
985,0.0732094460845541
986,0.330558369507945
987,0.149000439439385
988,0.906703448809838
989,0.234155633373363
990,0.523166326800817
991,0.122011262899836
992,0.979149127314002
993,0.0980222210710713
994,0.0950014325029748
995,0.121464381302825
996,0.524689764014933
997,0.0943335706063621
998,0.0964628483929295
999,0.0950014325029748
1000,0.103981554809311
1001,0.117451933639951
1002,0.17443282179716
1003,0.756852332240436
1004,0.946425059920884
1005,0.7182900267173
1006,0.902959393977629
1007,0.258954018045406
1008,0.12859639022288
1009,0.692080645212077
1010,0.411828345252058
1011,0.893639876731916
1012,0.907265366647125
1013,0.110912428739792
1014,0.988296291070441
